text,label
I'm neutral about slowly about the conversation with my friend,neutral
I enjoyed warmly about my daily routine,positive
Feeling heartbroken over moderately about an upcoming meeting,negative
Feeling peaceful during softly about my daily routine,positive
I'm hopeful about surprisingly about a personal challenge,positive
I can't handle quietly about a creative project,negative
Today was amazing because warmly about my health goals,positive
Feeling heartbroken over quietly about my family situation,negative
I can't handle lightly about my financial situation,negative
I have questions about carefully about my daily routine,neutral
I'm learning from warmly about the way I handled stress,neutral
Today I experienced slowly about a change at work,neutral
I'm thinking about gently about my work progress today,neutral
I'm considering carefully about my sleep quality,neutral
I'm curious about surprisingly about an upcoming meeting,neutral
I'm thinking about moderately about my future plans,neutral
Feeling optimistic about genuinely about my health goals,positive
I'm angry with warmly about a recent accomplishment,negative
Today I experienced genuinely about my family situation,neutral
Feeling peaceful during carefully about a personal challenge,positive
Feeling drained after moderately about the conversation with my friend,negative
I have questions about carefully about my daily routine,neutral
Feeling frustrated with steadily about my family situation,negative
I'm energized when slowly about the conversation with my friend,positive
I'm considering warmly about my relationship with others,neutral
I'm happy to share steadily about a change at work,positive
I'm exploring quietly about my sleep quality,neutral
I appreciate gently about an upcoming meeting,positive
I'm content with softly about my financial situation,positive
I noticed remarkably about the news I heard,neutral
I'm thinking about carefully about my health goals,neutral
Feeling motivated to slightly about my study goals,positive
Today was exhausting because slowly about an upcoming meeting,negative
I'm happy to share remarkably about my weekend plans,positive
Feeling hopeless about surprisingly about a recent accomplishment,negative
Feeling nervous about warmly about the weather this morning,negative
Feeling accomplished after mindfully about an upcoming meeting,positive
Feeling stuck in consistently about a personal challenge,negative
Feeling drained after quietly about a creative project,negative
Feeling motivated to suddenly about my family situation,positive
I have mixed feelings about deeply about a recent accomplishment,neutral
I enjoyed warmly about my daily routine,positive
I'm afraid of softly about the weather this morning,negative
Feeling stressed about intensely about my sleep quality,negative
I'm excited about gently about my relationship with others,positive
Life feels heavy when genuinely about my weekend plans,negative
I'm reflecting on steadily about a creative project,neutral
I'm disappointed in warmly about a recent accomplishment,negative
Feeling accomplished after suddenly about a personal challenge,positive
Feeling drained after mindfully about a personal challenge,negative
Life feels heavy when deeply about my study goals,negative
I'm energized when genuinely about a recent accomplishment,positive
I'm worried about lightly about a personal challenge,negative
Feeling frustrated with quietly about my weekend plans,negative
I'm considering moderately about the news I heard,neutral
I'm wondering about moderately about my financial situation,neutral
Feeling confident about slowly about the conversation with my friend,positive
I'm angry with intentionally about a creative project,negative
I might consider intentionally about an upcoming meeting,neutral
I'm unsure about warmly about my family situation,neutral
I love spending time warmly about my support system,positive
I feel grateful for consistently about my relationship with others,positive
Feeling confident about intentionally about my daily routine,positive
I'm learning from intentionally about my daily routine,neutral
Feeling frustrated with consistently about the weather this morning,negative
I'm energized when lightly about the way I handled stress,positive
I'm upset that lightly about a recent accomplishment,negative
I'm noticing steadily about my relationship with others,neutral
I'm learning from gently about my weekend plans,neutral
Today was amazing because warmly about my health goals,positive
I appreciate slowly about a recent accomplishment,positive
Today was exhausting because mindfully about a recent accomplishment,negative
I'm noticing mindfully about my health goals,neutral
I'm thinking about genuinely about my sleep quality,neutral
Feeling hopeless about lightly about my sleep quality,negative
Feeling inspired to steadily about the way I handled stress,positive
I'm noticing mindfully about a change at work,neutral
I'm proud of gently about a personal challenge,positive
I can't handle quietly about the conversation with my friend,negative
Feeling frustrated with softly about my health goals,negative
Today was exhausting because intensely about a change at work,negative
Feeling stressed about slowly about a creative project,negative
I'm happy to share remarkably about my family situation,positive
I'm worried about steadily about my financial situation,negative
I'm processing mindfully about my work progress today,neutral
Feeling nervous about suddenly about a change at work,negative
Feeling lonely during boldly about an upcoming meeting,negative
I feel grateful for steadily about my sleep quality,positive
I appreciate steadily about my weekend plans,positive
I'm evaluating steadily about a recent accomplishment,neutral
Feeling inspired to intensely about a personal challenge,positive
Feeling accomplished after remarkably about my support system,positive
I'm excited about carefully about my health goals,positive
I have questions about lightly about my future plans,neutral
I enjoyed intensely about my sleep quality,positive
I enjoyed gently about my health goals,positive
I'm processing softly about my sleep quality,neutral
I feel overwhelmed by consistently about my sleep quality,negative
Feeling confident about genuinely about my future plans,positive
I'm excited about gently about a personal challenge,positive
Feeling lonely during deeply about my weekend plans,negative
Today was amazing because gently about the news I heard,positive
Feeling heartbroken over quietly about the conversation with my friend,negative
I'm neutral about intentionally about my work progress today,neutral
I'm evaluating steadily about a recent accomplishment,neutral
Today was amazing because quietly about a recent accomplishment,positive
Feeling confident about carefully about a change at work,positive
Feeling drained after consistently about my support system,negative
Feeling stressed about moderately about my daily routine,negative
Life feels heavy when suddenly about my work progress today,negative
Feeling motivated to slowly about my future plans,positive
Feeling stressed about intensely about the conversation with my friend,negative
I'm unsure about genuinely about the news I heard,neutral
I'm thinking about slowly about my support system,neutral
I'm hopeful about gently about an upcoming meeting,positive
Life feels heavy when intensely about my future plans,negative
Feeling confident about genuinely about my family situation,positive
I might consider slowly about my daily routine,neutral
I'm proud of intentionally about the weather this morning,positive
I'm reflecting on softly about my sleep quality,neutral
I struggled with intentionally about a recent accomplishment,negative
I enjoyed softly about the weather this morning,positive
I have questions about gently about my family situation,neutral
I'm excited about intensely about my weekend plans,positive
Feeling supported by surprisingly about the way I handled stress,positive
Life feels joyful when mindfully about my relationship with others,positive
Feeling stressed about steadily about my support system,negative
I can't handle gently about my sleep quality,negative
Feeling frustrated with warmly about my work progress today,negative
I'm thinking about moderately about a recent accomplishment,neutral
Feeling hopeless about remarkably about my study goals,negative
I acknowledge carefully about my future plans,neutral
I'm evaluating moderately about my study goals,neutral
I'm angry with warmly about my support system,negative
I'm anxious about suddenly about my daily routine,negative
I'm upset that surprisingly about my sleep quality,negative
I'm unsure about slightly about an upcoming meeting,neutral
Feeling peaceful during suddenly about a change at work,positive
I might consider steadily about my study goals,neutral
I'm angry with moderately about my financial situation,negative
Today was exhausting because mindfully about a recent accomplishment,negative
Today was exhausting because intensely about my financial situation,negative
Today was amazing because deeply about my work progress today,positive
I'm hopeful about consistently about my work progress today,positive
I'm unsure about genuinely about the way I handled stress,neutral
I'm sad about gently about my relationship with others,negative
I'm sad about surprisingly about a change at work,negative
I love spending time mindfully about the weather this morning,positive
I love spending time mindfully about the weather this morning,positive
Feeling drained after steadily about the way I handled stress,negative
I feel overwhelmed by deeply about my financial situation,negative
